Object Reference,Alarm,Manual,Commissioned,Site,Device Name,Device,Name,Value,Status,Timed_Override_Active
//Benson House/215.BV28,,,,Benson House,FCU115,215,Element Cutout Alarm,OFF,,
//Benson House/215.BV302,,,,Benson House,FCU115,215,Disable Fans,OFF,,
//Benson House/215.BV303,,,,Benson House,FCU115,215,Heating Valve Resync Required,OFF,,
//Benson House/215.BV304,,,,Benson House,FCU115,215,Cooling Valve Resync Required,OFF,,
//Benson House/215.BV305,,,,Benson House,FCU115,215,PIR Activated,OFF,,
//Benson House/215.BV306,,,,Benson House,FCU115,215,Reverse Valve Operation,OFF,,
//Benson House/215.BV307,,,,Benson House,FCU115,215,Disable Fan Auto-Setup,OFF,,
//Benson House/215.BV308,,,,Benson House,FCU115,215,Disable Valve Auto-Setup,OFF,,
//Benson House/215.BV309,,,,Benson House,FCU115,215,Calibrate Sensors,OFF,,
//Benson House/215.BV310,,,,Benson House,FCU115,215,Test Power Consumption,OFF,,
//Benson House/215.BV311,,,,Benson House,FCU115,215,Save to Flash Required,OFF,,
//Benson House/215.BV312,,,,Benson House,FCU115,215,Load from Flash Required,OFF,,
//Benson House/215.BV313,,,,Benson House,FCU115,215,Heating Valve Resync in Progress,OFF,,
//Benson House/215.BV314,,,,Benson House,FCU115,215,Cooling Valve Resync in Progress,OFF,,
//Benson House/215.BV316,,,,Benson House,FCU115,215,Recently Changed Status,OFF,,
//Benson House/215.BV317,,,,Benson House,FCU115,215,Heating Element Delay Active,OFF,,
//Benson House/215.BV318,,,,Benson House,FCU115,215,Fan Delay Active,OFF,,
//Benson House/215.BV319,,,,Benson House,FCU115,215,Test Outputs,OFF,,
//Benson House/215.BV323,,,,Benson House,FCU115,215,Heating Valve Drive in Progress,OFF,,
//Benson House/215.BV324,,,,Benson House,FCU115,215,Cooling Valve Drive in Progress,ON,,
//Benson House/215.BV325,,,,Benson House,FCU115,215,Valve Setup Data Recalc Required,OFF,,
//Benson House/215.BV326,,,,Benson House,FCU115,215,Fan Setup Data Recalc Required,OFF,,
//Benson House/215.BV327,,,,Benson House,FCU115,215,Reset Run Time Alarm,OFF,,
//Benson House/215.BV328,,,,Benson House,FCU115,215,Clear Manual Overrides,OFF,,
//Benson House/215.BV329,,,,Benson House,FCU115,215,Allow Manual Overrides to Persist,OFF,,
//Benson House/215.BV330,,,,Benson House,FCU115,215,Reset Bias,OFF,,
//Benson House/215.BV331,,,,Benson House,FCU115,215,Recall Previous Output Bias at Startup,OFF,,
//Benson House/215.BV332,,,,Benson House,FCU115,215,Update Outputs,OFF,,
//Benson House/215.BV5,,,,Benson House,FCU115,215,Optimum Start,OFF,,
//Benson House/215.BV7,,,,Benson House,FCU115,215,Commissioning Mode,OFF,,
//Benson House/215.BV8,,,,Benson House,FCU115,215,Flushing Mode,OFF,,
//Benson House/215.BV9,,,,Benson House,FCU115,215,Full Heating Mode,OFF,,
//Benson House/215.CO1,,,,Benson House,FCU115,215,Primary Control Loop,50%,,
//Benson House/215.CO2,,,,Benson House,FCU115,215,Boost Control Loop,50%,,
//Benson House/215.CO3,,,,Benson House,FCU115,215,Supply Air Control Loop,50%,,
//Benson House/215.DEV215,,,1,Benson House,FCU115,215,FCU115,Operational,,
//Benson House/215.FIL1,,,,Benson House,FCU115,215,Database Transfer File,,,
//Benson House/215.MT1,,,,Benson House,FCU115,215,FCU115_Thermal Log,,reset,
//Benson House/215.MT1001,,,,Benson House,FCU115,215,FCU KPI MT,,,
//Benson House/215.MT2,,,,Benson House,FCU115,215,FCU115_Power Log,,reset,
//Benson House/215.MV1,,,,Benson House,FCU115,215,FCU115_Operating Mode,AUTO,,
//Benson House/215.MV201,,,,Benson House,FCU115,215,FCU Size,SIZE 550,,
//Benson House/215.MV202,,,,Benson House,FCU115,215,FCU Type,MATRIX BELIMO,,
//Benson House/215.MV203,,,,Benson House,FCU115,215,Heating Valve/Actuator Type,R215P-040,,
//Benson House/215.MV204,,,,Benson House,FCU115,215,Cooling Valve/Actuator Type,R215P-010,,
//Benson House/215.MV205,,,,Benson House,FCU115,215,Multi-Function Input Configuration,UNUSED,,
//Benson House/215.PG1,,,,Benson House,FCU115,215,Main / High Priority Calculations,Running,,
//Benson House/215.PG10,,,,Benson House,FCU115,215,EVO Fan Program,Waiting,,
//Benson House/215.PG11,,,,Benson House,FCU115,215,Status Light Program,Waiting,,
//Benson House/215.PG12,,,,Benson House,FCU115,215,BACstat Program,Waiting,,
//Benson House/215.PG13,,,,Benson House,FCU115,215,Heating Element Program,Waiting,,
//Benson House/215.PG14,,,,Benson House,FCU115,215,Additional Processes,Waiting,,
//Benson House/215.PG15,,,,Benson House,FCU115,215,Output Test,Waiting,,
//Benson House/215.PG16,,,,Benson House,FCU115,215,Medium Priority Calculations,Waiting,,
//Benson House/215.PG17,,,,Benson House,FCU115,215,Powerup Procedure,Waiting,reset,
//Benson House/215.PG18,,,,Benson House,FCU115,215,Alarm Calculations,Waiting,,
//Benson House/215.PG19,,,,Benson House,FCU115,215,Control Factor Calculations,Waiting,,
//Benson House/215.PG2,,,,Benson House,FCU115,215,Control Calculations,Waiting,,
//Benson House/215.PG21,,,,Benson House,FCU115,215,Occupancy Status Calculations,Waiting,,
//Benson House/215.PG22,,,,Benson House,FCU115,215,Sensor Calibration Program,Waiting,,
//Benson House/215.PG23,,,,Benson House,FCU115,215,ComTool Program,Waiting,,
//Benson House/215.PG24,,,,Benson House,FCU115,215,Job Specific Processes,Waiting,,
//Benson House/215.PG25,,,,Benson House,FCU115,215,Analytics,Waiting,,
//Benson House/215.PG26,,,,Benson House,FCU115,215,Init Names 1,Waiting,,
//Benson House/215.PG27,,,,Benson House,FCU115,215,Init Names 2,Waiting,,
//Benson House/215.PG3,,,,Benson House,FCU115,215,Status Calculations,Waiting,,
//Benson House/215.PG4,,,,Benson House,FCU115,215,Mode Calculations,Waiting,,
//Benson House/215.PG5,,,,Benson House,FCU115,215,Valve Setup Calculations,Waiting,,
//Benson House/215.PG6,,,,Benson House,FCU115,215,Fan Setup Calculations,Waiting,,
//Benson House/215.PG7,,,,Benson House,FCU115,215,Heating Valve Program,Waiting,,
//Benson House/215.PG8,,,,Benson House,FCU115,215,Cooling Valve Program,Waiting,,
//Benson House/215.PG9,,,,Benson House,FCU115,215,Matrix Fan Program,Waiting,,
//Benson House/215.TL1,,,,Benson House,FCU115,215,FCU Control Temperature Log,Trending,,
//Benson House/215.TL10,,,,Benson House,FCU115,215,FCU Run Status Log,Trending,,
//Benson House/215.TL1001,,,,Benson House,FCU115,215,Random Log,Trending,,
//Benson House/215.TL1002,,,,Benson House,FCU115,215,FCU Within Bounds Log,Trending,,
//Benson House/215.TL1003,,,,Benson House,FCU115,215,Cooling Valve Stuck Log,Trending,,
//Benson House/215.TL1004,,,,Benson House,FCU115,215,HeatingCoilTemp Log,Trending,,
//Benson House/215.TL1005,,,,Benson House,FCU115,215,CoolingCoilTemp Log,Trending,,
//Benson House/215.TL2,,,,Benson House,FCU115,215,FCU Supply Air Temperature Log,Trending,,
//Benson House/215.TL3,,,,Benson House,FCU115,215,FCU Heating Valve Position Log,Trending,,
//Benson House/215.TL4,,,,Benson House,FCU115,215,FCU Cooling Valve Position Log,Trending,,
//Benson House/215.TL5,,,,Benson House,FCU115,215,FCU Power Consumption Log,Trending,,
//Benson House/215.TL6,,,,Benson House,FCU115,215,FCU Fan Speed Percentage Log,Trending,,
//Benson House/215.TL7,,,,Benson House,FCU115,215,FCU Heating Element Log,Trending,,
//Benson House/215.TL8,,,,Benson House,FCU115,215,FCU Setpoint Log,Trending,,
//Benson House/215.TL9,,,,Benson House,FCU115,215,Mains Current Log,Trending,,
//Benson House/216.AI1,,,1,Benson House,FCU116,216,FCU116_Return Air Temperature Sensor,22.3 °C,private1,
//Benson House/216.AI101,,,1,Benson House,FCU116,216,FCU116_BACstat Temperature Sensor,23.2 °C,private1,
//Benson House/216.AI103,,,1,Benson House,FCU116,216,FCU116_BACstat Humidity Sensor,23.7 %RH,private1,
//Benson House/216.AI104,,,1,Benson House,FCU116,216,FCU116_BACstat CO2 Sensor,909.9 ppm,private1,
//Benson House/216.AI12,,,,Benson House,FCU116,216,FCU116_Light_Level,691.9 lx,private1|not-commissioned,
//Benson House/216.AI2,,,1,Benson House,FCU116,216,FCU116_Supply Air Temperature Sensor,19.7 °C,private1,
//Benson House/216.AI3,,,1,Benson House,FCU116,216,FCU116_Room Temperature Sensor,21.7 °C,private1,
//Benson House/216.AI4,,,1,Benson House,FCU116,216,Setpoint Potentiometer,3.0 k?,private1,
//Benson House/216.AI5,,,1,Benson House,FCU116,216,FCU116_LPHW Flow Temperature Sensor/Element Cutout,67.2 °C,private1,
//Benson House/216.AI6,,,1,Benson House,FCU116,216,FCU116_LPHW Return Temperature Sensor,22.3 °C,private1,
//Benson House/216.AI7,,,1,Benson House,FCU116,216,FCU116_CHW Flow Temperature Sensor,8.3 °C,private1,
//Benson House/216.AI8,,,1,Benson House,FCU116,216,FCU116_CHW Return Temperature Sensor,21.7 °C,private1,
//Benson House/216.AI9,,,1,Benson House,FCU116,216,Mains Current Transducer,2.1050 A,private1,
//Benson House/216.AO10,,,1,Benson House,FCU116,216,FCU116_Fan 4 Speed Signal,26%,,
//Benson House/216.AO7,,,1,Benson House,FCU116,216,FCU116_Fan 1 Speed Signal / EVO Fan Speed Signal,26%,,
//Benson House/216.AO8,,,1,Benson House,FCU116,216,FCU116_Fan 2 Speed Signal,26%,,
//Benson House/216.AO9,,,1,Benson House,FCU116,216,FCU116_Fan 3 Speed Signal,26%,,
//Benson House/216.AT1,,,,Benson House,FCU116,216,FCU Power Consumption Totaliser,12928.3 kWh,,
//Benson House/216.AT2,,,,Benson House,FCU116,216,FCU Power Consumption Totaliser (Daily),2.7 kWh,,
//Benson House/216.AT3,,,,Benson House,FCU116,216,FCU Power Consumption Totaliser (Weekly),27.6 kWh,,
//Benson House/216.AT4,,,,Benson House,FCU116,216,FCU Power Consumption Totaliser (Monthly),663.6 kWh,,
//Benson House/216.AV1,,,,Benson House,FCU116,216,FCU116_Control Temperature,21.7 °C,,
//Benson House/216.AV10,,,,Benson House,FCU116,216,FCU116_Fan 4 Current Air Volume,35.0 L/s,,
//Benson House/216.AV1001,,,,Benson House,FCU116,216,FCU Comfort KPI Score (Yesterday),97%,,
//Benson House/216.AV1002,,,,Benson House,FCU116,216,FCU Comfort KPI Score (Live),93%,,
//Benson House/216.AV1003,,,,Benson House,FCU116,216,Cooling Valve Unstick Position,75.00%,,
//Benson House/216.AV1004,,,,Benson House,FCU116,216,Heating Valve Unstick Position,55.00%,,
//Benson House/216.AV1005,,,,Benson House,FCU116,216,Random,-0.072,,
//Benson House/216.AV1006,,,,Benson House,FCU116,216,FCU Comfort KPI Score (Week),100.00%,,
//Benson House/216.AV1007,,,,Benson House,FCU116,216,Daily Heating Valve Travel Time,0.15 H,,
//Benson House/216.AV1008,,,,Benson House,FCU116,216,Daily Cooling Valve Travel Time,1.71 H,,
//Benson House/216.AV1009,,,,Benson House,FCU116,216,Valve Travel Time (Live),1.86 H,,
//Benson House/216.AV1010,,,,Benson House,FCU116,216,Valve Travel Time (Yesterday),3.58 H,,
//Benson House/216.AV1011,,,,Benson House,FCU116,216,Valve Travel Time (This Week),13.49 H,,
//Benson House/216.AV1012,,,,Benson House,FCU116,216,Valve Travel Time (Last Week),35.81 H,,
//Benson House/216.AV1013,,,,Benson House,FCU116,216,Valve Travel Time (This Month),1817.39 H,,
//Benson House/216.AV1014,,,,Benson House,FCU116,216,Valve Travel Time (Last Month),3623.50 H,,
//Benson House/216.AV1015,,,,Benson House,FCU116,216,FCU Comfort KPI Score (Month),100.00%,,
//Benson House/216.AV1016,,,,Benson House,FCU116,216,FCU Saturation KPI (Minutes to SP),28 min,,
//Benson House/216.AV1017,,,,Benson House,FCU116,216,FCU Saturation KPI (Yesterday),26.0 min,,
//Benson House/216.AV11,,,,Benson House,FCU116,216,FCU116_Operating Setpoint,21.0 °C,,
//Benson House/216.AV12,,,,Benson House,FCU116,216,FCU116_Master Setpoint,21.0 °C,,
//Benson House/216.AV13,,,,Benson House,FCU116,216,FCU116_Overall Fan Speed,70.00%,,
//Benson House/216.AV14,,,,Benson House,FCU116,216,Heating Element Output,-2.00%,,
//Benson House/216.AV15,,,,Benson House,FCU116,216,Room Relative Humidity,-2.0 %RH,,
//Benson House/216.AV16,,,,Benson House,FCU116,216,Room CO2 Level,-2.0 ppm,,
//Benson House/216.AV17,,,,Benson House,FCU116,216,FCU116_Specific Fan Power,3.2 W,,
//Benson House/216.AV18,,,,Benson House,FCU116,216,FCU116_Power Consumption,494.8 W,,
//Benson House/216.AV19,,,,Benson House,FCU116,216,FCU116_Current Thermal Output,-0.5 kW,,
//Benson House/216.AV2,,,,Benson House,FCU116,216,Supply Air Temperature,19.7 °C,,
//Benson House/216.AV20,,,,Benson House,FCU116,216,Master Alarm Code,0,,
//Benson House/216.AV201,,,,Benson House,FCU116,216,FCU116_Design Total Air Volume,200.0 L/s,,
//Benson House/216.AV202,,,,Benson House,FCU116,216,Fan Setback Factor,70.00%,,
//Benson House/216.AV203,,,,Benson House,FCU116,216,FCU116_Heating Valve Design Flow Rate,0.0950 L/s,,
//Benson House/216.AV204,,,,Benson House,FCU116,216,FCU116_Cooling Valve Design Flow Rate,0.0240 L/s,,
//Benson House/216.AV205,,,,Benson House,FCU116,216,EVO Fan Voltage for Design Airflow,-2.0 V,,
//Benson House/216.AV206,,,,Benson House,FCU116,216,Maximum Allowed Airflow Per Fan,150.0 L/s,,
//Benson House/216.AV207,,,,Benson House,FCU116,216,FCU116_Fan 1 Design Air Volume,50.0 L/s,,
//Benson House/216.AV208,,,,Benson House,FCU116,216,FCU116_Fan 2 Design Air Volume,50.0 L/s,,
//Benson House/216.AV209,,,,Benson House,FCU116,216,FCU116_Fan 3 Design Air Volume,50.0 L/s,,
//Benson House/216.AV210,,,,Benson House,FCU116,216,FCU116_Fan 4 Design Air Volume,50.0 L/s,,
//Benson House/216.AV211,,,,Benson House,FCU116,216,Fabric Protection Setpoint,12.0 °C,,
//Benson House/216.AV212,,,,Benson House,FCU116,216,PIR Activation Delay,0.5 min,,
//Benson House/216.AV213,,,,Benson House,FCU116,216,PIR Inactivation Delay,30.0 min,,
//Benson House/216.AV214,,,,Benson House,FCU116,216,Design Heating Duty,4.0 kW,,
//Benson House/216.AV215,,,,Benson House,FCU116,216,Design Cooling Duty,4.0 kW,,
//Benson House/216.AV216,,,,Benson House,FCU116,216,Minimum Allowed Airflow Per Fan,30.0 L/s,,
//Benson House/216.AV217,,,,Benson House,FCU116,216,FCU116_Fan 1 Setback Air Volume,35.0 L/s,,
//Benson House/216.AV218,,,,Benson House,FCU116,216,FCU116_Fan 2 Setback Air Volume,35.0 L/s,,
//Benson House/216.AV219,,,,Benson House,FCU116,216,FCU116_Fan 3 Setback Air Volume,35.0 L/s,,
//Benson House/216.AV220,,,,Benson House,FCU116,216,FCU116_Fan 4 Setback Air Volume,35.0 L/s,,
//Benson House/216.AV227,,,,Benson House,FCU116,216,Fan 1 Trim,100.00%,,
//Benson House/216.AV228,,,,Benson House,FCU116,216,Fan 2 Trim,100.00%,,
//Benson House/216.AV229,,,,Benson House,FCU116,216,Fan 3 Trim,100.00%,,
//Benson House/216.AV230,,,,Benson House,FCU116,216,Fan 4 Trim,100.00%,,
//Benson House/216.AV231,,,,Benson House,FCU116,216,Control Temperature Sensor Offset,0.0 °C,,
//Benson House/216.AV232,,,,Benson House,FCU116,216,Supply Air Temperature Sensor Offset,0.0 °C,,
//Benson House/216.AV233,,,,Benson House,FCU116,216,Heating Valve Trim,100.00%,,
//Benson House/216.AV234,,,,Benson House,FCU116,216,Cooling Valve Trim,100.00%,,
//Benson House/216.AV235,,,,Benson House,FCU116,216,Heating Branch Trim,100.00%,,
//Benson House/216.AV236,,,,Benson House,FCU116,216,Cooling Branch Trim,100.00%,,
//Benson House/216.AV246,,,,Benson House,FCU116,216,Supply Air High Limit,38.9 °C,,
//Benson House/216.AV248,,,,Benson House,FCU116,216,Supply Air Low Limit,12.0 °C,,
//Benson House/216.AV250,,,,Benson House,FCU116,216,Setpoint Pot Lower Limit,0.0 k?,,
//Benson House/216.AV251,,,,Benson House,FCU116,216,Setpoint Pot Upper Limit,6.0 k?,,
//Benson House/216.AV252,,,,Benson House,FCU116,216,Setpoint Adjustment Range,6.0 °C,,
//Benson House/216.AV253,,,,Benson House,FCU116,216,BACstat Timeout Period,60.0 min,,
//Benson House/216.AV254,,,,Benson House,FCU116,216,Maximum Valve Position During Boost,120.00%,,
//Benson House/216.AV255,,,,Benson House,FCU116,216,Maximum Fan Speed During Boost,100.00%,,
//Benson House/216.AV256,,,,Benson House,FCU116,216,Boost Mode Delay,30.0 min,,
//Benson House/216.AV261,,,,Benson House,FCU116,216,FCU116_Occupied Dead Band,0.5 °C,,
//Benson House/216.AV262,,,,Benson House,FCU116,216,FCU116_Unoccupied Dead Band,1.5 °C,,
//Benson House/216.AV263,,,,Benson House,FCU116,216,FCU116_Occupied Valve Proportional Band,1.0 °C,,
//Benson House/216.AV264,,,,Benson House,FCU116,216,FCU116_Unoccupied Valve Proportional Band,2.0 °C,,
//Benson House/216.AV265,,,,Benson House,FCU116,216,FCU116_Occupied Fan Proportional Band,1.0 °C,,
//Benson House/216.AV266,,,,Benson House,FCU116,216,FCU116_Unoccupied Fan Proportional Band,2.0 °C,,
//Benson House/216.AV267,,,,Benson House,FCU116,216,Boost Proportional Band,1.0 °C,,
//Benson House/216.AV3,,,,Benson House,FCU116,216,FCU116_Heating Valve Position,0%,,
//Benson House/216.AV301,,,,Benson House,FCU116,216,FCU116_Number of FCU Fans,4,,
//Benson House/216.AV302,,,,Benson House,FCU116,216,Filter Alarm Setpoint,1000.0 h,,
//Benson House/216.AV303,,,,Benson House,FCU116,216,Heating Valve Motor Time for Design Flow,55.4 s,,
//Benson House/216.AV304,,,,Benson House,FCU116,216,Cooling Valve Motor Time for Design Flow,26.6 s,,
//Benson House/216.AV305,,,,Benson House,FCU116,216,BACstat Keypress,0,,
//Benson House/216.AV306,,,,Benson House,FCU116,216,FCU116_Power Consumption kW,0.5 kW,,
//Benson House/216.AV308,,,,Benson House,FCU116,216,Controller MAC Address,16,,
//Benson House/216.AV309,,,,Benson House,FCU116,216,Master/Slave Poll Interval,60.0 s,,
//Benson House/216.AV310,,,,Benson House,FCU116,216,Auto-Save Interval,60 min,,
//Benson House/216.AV311,,,,Benson House,FCU116,216,Maximum Valve Drives Before Resync,200,,
//Benson House/216.AV312,,,,Benson House,FCU116,216,Control Loop Bias at Shutdown,50.00%,,
//Benson House/216.AV313,,,,Benson House,FCU116,216,Heating Valve Current Motor Time,0.0 s,,
//Benson House/216.AV314,,,,Benson House,FCU116,216,Cooling Valve Current Motor Time,17.8 s,,
//Benson House/216.AV316,,,,Benson House,FCU116,216,Filter Meter,5.50%,,
//Benson House/216.AV317,,,,Benson House,FCU116,216,Power Consumption at Design Air Volume,691.2 W,,
//Benson House/216.AV318,,,,Benson House,FCU116,216,Heating Control Boundary Value,25.00%,,
//Benson House/216.AV319,,,,Benson House,FCU116,216,Cooling Control Boundary Value,75.00%,,
//Benson House/216.AV320,,,,Benson House,FCU116,216,Primary Control Loop Integral Control Rate,0.3 %/m,,
//Benson House/216.AV333,,,,Benson House,FCU116,216,Heating Valve Flow Threshold,19.0 s,,
//Benson House/216.AV334,,,,Benson House,FCU116,216,Cooling Valve Flow Threshold,17.0 s,,
//Benson House/216.AV337,,,,Benson House,FCU116,216,Mains Voltage,230.0 V,,
//Benson House/216.AV338,,,,Benson House,FCU116,216,Mains Current Draw,2.1 A,,
//Benson House/216.AV339,,,,Benson House,FCU116,216,ComTool Keypress,0,,
//Benson House/216.AV340,,,,Benson House,FCU116,216,Heating Element High Limit,100.00%,,
//Benson House/216.AV343,,,,Benson House,FCU116,216,Heating Valve Motor Time for Full Stroke,90.0 s,,
//Benson House/216.AV344,,,,Benson House,FCU116,216,Cooling Valve Motor Time for Full Stroke,90.0 s,,
//Benson House/216.AV350,,,,Benson House,FCU116,216,Waterside Main Control Factor,18.80%,,
//Benson House/216.AV360,,,,Benson House,FCU116,216,Airside Main Control Factor,70.00%,,
//Benson House/216.AV373,,,,Benson House,FCU116,216,Heating Valve Motor Time for Boost Flow,62.7 s,,
//Benson House/216.AV374,,,,Benson House,FCU116,216,Cooling Valve Motor Time for Boost Flow,28.9 s,,
//Benson House/216.AV383,,,,Benson House,FCU116,216,Heating Valve Required Time,0.00 s,,
//Benson House/216.AV384,,,,Benson House,FCU116,216,Cooling Valve Required Time,18.80 s,,
//Benson House/216.AV4,,,,Benson House,FCU116,216,FCU116_Cooling Valve Position,9%,,
//Benson House/216.AV406,,,,Benson House,FCU116,216,FCU116_Standby Power Consumption,49.2 W,,
